"Time","fastapi_graph"
2024-03-03 17:15:00,73252864
2024-03-03 17:15:15,73252864
2024-03-03 17:15:30,73252864
2024-03-03 17:15:45,73252864
2024-03-03 17:16:00,73252864
2024-03-03 17:16:15,73252864
2024-03-03 17:16:30,73252864
2024-03-03 17:16:45,73252864
2024-03-03 17:17:00,73252864
2024-03-03 17:17:15,73252864
2024-03-03 17:17:30,73252864
2024-03-03 17:17:45,73252864
2024-03-03 17:18:00,73252864
2024-03-03 17:18:15,73252864
2024-03-03 17:18:30,73252864
2024-03-03 17:18:45,73252864
2024-03-03 17:19:00,73252864
2024-03-03 17:19:15,73252864
2024-03-03 17:19:30,73252864
2024-03-03 17:19:45,52985856
2024-03-03 17:20:00,52985856
2024-03-03 17:20:15,52985856
2024-03-03 17:20:30,52985856
2024-03-03 17:20:45,52985856
2024-03-03 17:21:00,52985856
2024-03-03 17:21:15,52985856
2024-03-03 17:21:30,52985856
2024-03-03 17:21:45,64602112
2024-03-03 17:22:00,65134592
2024-03-03 17:22:15,65601536
2024-03-03 17:22:30,65441792
2024-03-03 17:22:45,65441792
2024-03-03 17:23:00,65441792
2024-03-03 17:23:15,65441792
2024-03-03 17:23:30,65441792
2024-03-03 17:23:45,65441792
2024-03-03 17:24:00,65441792
2024-03-03 17:24:15,65441792
2024-03-03 17:24:30,65441792
2024-03-03 17:24:45,65441792
2024-03-03 17:25:00,65441792
2024-03-03 17:25:15,65441792
2024-03-03 17:25:30,65458176
2024-03-03 17:25:45,65458176
2024-03-03 17:26:00,65458176
2024-03-03 17:26:15,65458176
2024-03-03 17:26:30,65458176
2024-03-03 17:26:45,65458176
2024-03-03 17:27:00,65458176
2024-03-03 17:27:15,65458176
2024-03-03 17:27:30,65458176
2024-03-03 17:27:45,65458176
2024-03-03 17:28:00,65773568
2024-03-03 17:28:15,65773568
2024-03-03 17:28:30,65773568
2024-03-03 17:28:45,65773568
2024-03-03 17:29:00,65773568
2024-03-03 17:29:15,65773568
2024-03-03 17:29:30,65773568
2024-03-03 17:29:45,65773568
2024-03-03 17:30:00,65773568
2024-03-03 17:30:15,65773568
2024-03-03 17:30:30,65773568
2024-03-03 17:30:45,65773568
2024-03-03 17:31:00,65773568
2024-03-03 17:31:15,65773568
2024-03-03 17:31:30,65810432
2024-03-03 17:31:45,65814528
2024-03-03 17:32:00,65814528
2024-03-03 17:32:15,65814528
2024-03-03 17:32:30,65814528
2024-03-03 17:32:45,65814528
2024-03-03 17:33:00,65814528
2024-03-03 17:33:15,65814528
2024-03-03 17:33:30,65814528
2024-03-03 17:33:45,65814528
2024-03-03 17:34:00,65814528
2024-03-03 17:34:15,65814528
2024-03-03 17:34:30,65814528
2024-03-03 17:34:45,65814528
2024-03-03 17:35:00,65814528
2024-03-03 17:35:15,65814528
2024-03-03 17:35:30,65814528
2024-03-03 17:35:45,65814528
2024-03-03 17:36:00,65814528
2024-03-03 17:36:15,66027520
2024-03-03 17:36:30,65994752
2024-03-03 17:36:45,66293760
2024-03-03 17:37:00,66039808
2024-03-03 17:37:15,66039808
2024-03-03 17:37:30,66039808
2024-03-03 17:37:45,66039808
2024-03-03 17:38:00,66039808
2024-03-03 17:38:15,66039808
2024-03-03 17:38:30,66039808
2024-03-03 17:38:45,66039808
2024-03-03 17:39:00,66039808
2024-03-03 17:39:15,66039808
2024-03-03 17:39:30,66039808
2024-03-03 17:39:45,66039808
2024-03-03 17:40:00,66027520
2024-03-03 17:40:15,66027520
2024-03-03 17:40:30,66027520
2024-03-03 17:40:45,66027520
2024-03-03 17:41:00,66027520
2024-03-03 17:41:15,66027520
2024-03-03 17:41:30,66027520
