"Time","mysql"
2024-03-03 17:15:00,646275072
2024-03-03 17:15:15,646275072
2024-03-03 17:15:30,646275072
2024-03-03 17:15:45,646275072
2024-03-03 17:16:00,646275072
2024-03-03 17:16:15,646275072
2024-03-03 17:16:30,646275072
2024-03-03 17:16:45,646275072
2024-03-03 17:17:00,646275072
2024-03-03 17:17:15,646275072
2024-03-03 17:17:30,646275072
2024-03-03 17:17:45,646275072
2024-03-03 17:18:00,646275072
2024-03-03 17:18:15,646275072
2024-03-03 17:18:30,646275072
2024-03-03 17:18:45,646275072
2024-03-03 17:19:00,646275072
2024-03-03 17:19:15,646275072
2024-03-03 17:19:30,646275072
2024-03-03 17:19:45,399253504
2024-03-03 17:20:00,450760704
2024-03-03 17:20:15,450863104
2024-03-03 17:20:30,452034560
2024-03-03 17:20:45,452042752
2024-03-03 17:21:00,452009984
2024-03-03 17:21:15,451997696
2024-03-03 17:21:30,451993600
2024-03-03 17:21:45,452018176
2024-03-03 17:22:00,452018176
2024-03-03 17:22:15,452018176
2024-03-03 17:22:30,452018176
2024-03-03 17:22:45,452018176
2024-03-03 17:23:00,452018176
2024-03-03 17:23:15,452018176
2024-03-03 17:23:30,452018176
2024-03-03 17:23:45,452018176
2024-03-03 17:24:00,452018176
2024-03-03 17:24:15,452018176
2024-03-03 17:24:30,452018176
2024-03-03 17:24:45,452018176
2024-03-03 17:25:00,452018176
2024-03-03 17:25:15,455548928
2024-03-03 17:25:30,460898304
2024-03-03 17:25:45,461029376
2024-03-03 17:26:00,460898304
2024-03-03 17:26:15,460906496
2024-03-03 17:26:30,460906496
2024-03-03 17:26:45,460906496
2024-03-03 17:27:00,460906496
2024-03-03 17:27:15,460906496
2024-03-03 17:27:30,463904768
2024-03-03 17:27:45,465809408
2024-03-03 17:28:00,465809408
2024-03-03 17:28:15,465809408
2024-03-03 17:28:30,465809408
2024-03-03 17:28:45,465809408
2024-03-03 17:29:00,465809408
2024-03-03 17:29:15,465809408
2024-03-03 17:29:30,465809408
2024-03-03 17:29:45,465809408
2024-03-03 17:30:00,467804160
2024-03-03 17:30:15,468230144
2024-03-03 17:30:30,468230144
2024-03-03 17:30:45,468230144
2024-03-03 17:31:00,468230144
2024-03-03 17:31:15,468230144
2024-03-03 17:31:30,468230144
2024-03-03 17:31:45,468230144
2024-03-03 17:32:00,468230144
2024-03-03 17:32:15,468230144
2024-03-03 17:32:30,468230144
2024-03-03 17:32:45,468230144
2024-03-03 17:33:00,468230144
2024-03-03 17:33:15,468230144
2024-03-03 17:33:30,468230144
2024-03-03 17:33:45,468230144
2024-03-03 17:34:00,468230144
2024-03-03 17:34:15,468230144
2024-03-03 17:34:30,468230144
2024-03-03 17:34:45,468451328
2024-03-03 17:35:00,468414464
2024-03-03 17:35:15,468365312
2024-03-03 17:35:30,468250624
2024-03-03 17:35:45,468242432
2024-03-03 17:36:00,468238336
2024-03-03 17:36:15,468238336
2024-03-03 17:36:30,468238336
2024-03-03 17:36:45,468238336
2024-03-03 17:37:00,468238336
2024-03-03 17:37:15,468238336
2024-03-03 17:37:30,468238336
2024-03-03 17:37:45,468238336
2024-03-03 17:38:00,468238336
2024-03-03 17:38:15,468369408
2024-03-03 17:38:30,468430848
2024-03-03 17:38:45,468430848
2024-03-03 17:39:00,468451328
2024-03-03 17:39:15,468451328
