"Time","mysql"
2024-03-03 17:39:30,468451328
2024-03-03 17:39:45,468451328
2024-03-03 17:40:00,471236608
2024-03-03 17:40:15,471240704
2024-03-03 17:40:30,471248896
2024-03-03 17:40:45,471248896
2024-03-03 17:41:00,471248896
2024-03-03 17:41:15,471248896
2024-03-03 17:41:30,471248896
2024-03-03 17:41:45,471248896
2024-03-03 17:42:00,475041792
2024-03-03 17:42:15,480260096
2024-03-03 17:42:30,485486592
2024-03-03 17:42:45,485498880
2024-03-03 17:43:00,488546304
2024-03-03 17:43:15,491180032
2024-03-03 17:43:30,491188224
2024-03-03 17:43:45,491188224
2024-03-03 17:44:00,491188224
2024-03-03 17:44:15,491188224
2024-03-03 17:44:30,492683264
2024-03-03 17:44:45,492761088
2024-03-03 17:45:00,492769280
2024-03-03 17:45:15,492769280
2024-03-03 17:45:30,492769280
2024-03-03 17:45:45,492769280
2024-03-03 17:46:00,492769280
2024-03-03 17:46:15,492769280
2024-03-03 17:46:30,492769280
2024-03-03 17:46:45,492769280
2024-03-03 17:47:00,492769280
2024-03-03 17:47:15,492769280
2024-03-03 17:47:30,492769280
2024-03-03 17:47:45,492769280
2024-03-03 17:48:00,492769280
2024-03-03 17:48:15,492769280
2024-03-03 17:48:30,492769280
2024-03-03 17:48:45,492769280
2024-03-03 17:49:00,492769280
2024-03-03 17:49:15,492785664
2024-03-03 17:49:30,492711936
2024-03-03 17:49:45,492646400
2024-03-03 17:50:00,492572672
2024-03-03 17:50:15,492527616
2024-03-03 17:50:30,492527616
2024-03-03 17:50:45,492527616
2024-03-03 17:51:00,492523520
2024-03-03 17:51:15,492523520
2024-03-03 17:51:30,492523520
2024-03-03 17:51:45,492523520
2024-03-03 17:52:00,492523520
2024-03-03 17:52:15,492523520
2024-03-03 17:52:30,492523520
2024-03-03 17:52:45,492523520
2024-03-03 17:53:00,492523520
2024-03-03 17:53:15,492523520
2024-03-03 17:53:30,492523520
2024-03-03 17:53:45,492523520
2024-03-03 17:54:00,492523520
2024-03-03 17:54:15,492523520
2024-03-03 17:54:30,493428736
2024-03-03 17:54:45,493641728
2024-03-03 17:55:00,493510656
2024-03-03 17:55:15,493510656
2024-03-03 17:55:30,493510656
2024-03-03 17:55:45,493510656
2024-03-03 17:56:00,493510656
2024-03-03 17:56:15,493510656
2024-03-03 17:56:30,493510656
2024-03-03 17:56:45,494501888
2024-03-03 17:57:00,494510080
2024-03-03 17:57:15,494510080
2024-03-03 17:57:30,494510080
2024-03-03 17:57:45,494510080
2024-03-03 17:58:00,494510080
2024-03-03 17:58:15,494510080
2024-03-03 17:58:30,494510080
2024-03-03 17:58:45,494510080
2024-03-03 17:59:00,495259648
2024-03-03 17:59:15,495304704
2024-03-03 17:59:30,495312896
2024-03-03 17:59:45,495312896
2024-03-03 18:00:00,495312896
2024-03-03 18:00:15,495312896
2024-03-03 18:00:30,495312896
2024-03-03 18:00:45,495312896
2024-03-03 18:01:00,495312896
2024-03-03 18:01:15,495312896
2024-03-03 18:01:30,495312896
2024-03-03 18:01:45,495312896
2024-03-03 18:02:00,495312896
2024-03-03 18:02:15,495312896
2024-03-03 18:02:30,495312896
2024-03-03 18:02:45,495312896
2024-03-03 18:03:00,495312896
2024-03-03 18:03:15,495312896
2024-03-03 18:03:30,495312896
2024-03-03 18:03:45,495296512
2024-03-03 18:04:00,495202304
2024-03-03 18:04:15,495169536
2024-03-03 18:04:30,495075328
2024-03-03 18:04:45,495050752
2024-03-03 18:05:00,495046656
2024-03-03 18:05:15,495046656
2024-03-03 18:05:30,495046656
2024-03-03 18:05:45,495042560
2024-03-03 18:06:00,495042560
2024-03-03 18:06:15,495042560
2024-03-03 18:06:30,495042560
2024-03-03 18:06:45,495042560
2024-03-03 18:07:00,495042560
2024-03-03 18:07:15,495042560
2024-03-03 18:07:30,495042560
2024-03-03 18:07:45,495042560
2024-03-03 18:08:00,495042560
2024-03-03 18:08:15,495042560
2024-03-03 18:08:30,495042560
2024-03-03 18:08:45,495042560
2024-03-03 18:09:00,498020352
2024-03-03 18:09:15,498016256
2024-03-03 18:09:30,498016256
2024-03-03 18:09:45,498016256
2024-03-03 18:10:00,498016256
2024-03-03 18:10:15,498016256
2024-03-03 18:10:30,498024448
2024-03-03 18:10:45,498024448
2024-03-03 18:11:00,498298880
2024-03-03 18:11:15,498446336
2024-03-03 18:11:30,498454528
2024-03-03 18:11:45,498454528
2024-03-03 18:12:00,498454528
2024-03-03 18:12:15,498454528
2024-03-03 18:12:30,498454528
2024-03-03 18:12:45,498454528
2024-03-03 18:13:00,498454528
2024-03-03 18:13:15,498454528
2024-03-03 18:13:30,499879936
2024-03-03 18:13:45,499933184
2024-03-03 18:14:00,499933184
2024-03-03 18:14:15,499933184
2024-03-03 18:14:30,499933184
2024-03-03 18:14:45,499941376
2024-03-03 18:15:00,499941376
2024-03-03 18:15:15,499941376
2024-03-03 18:15:30,499941376
2024-03-03 18:15:45,499941376
2024-03-03 18:16:00,499941376
2024-03-03 18:16:15,499941376
2024-03-03 18:16:30,499941376
2024-03-03 18:16:45,499941376
2024-03-03 18:17:00,499941376
2024-03-03 18:17:15,499941376
2024-03-03 18:17:30,499941376
2024-03-03 18:17:45,499941376
2024-03-03 18:18:00,499941376
2024-03-03 18:18:15,500150272
2024-03-03 18:18:30,500248576
2024-03-03 18:18:45,500101120
2024-03-03 18:19:00,500023296
2024-03-03 18:19:15,499970048
2024-03-03 18:19:30,499961856
2024-03-03 18:19:45,499961856
2024-03-03 18:20:00,499957760
2024-03-03 18:20:15,499957760
2024-03-03 18:20:30,499957760
2024-03-03 18:20:45,499957760
2024-03-03 18:21:00,499957760
2024-03-03 18:21:15,499957760
2024-03-03 18:21:30,499957760
2024-03-03 18:21:45,499957760
2024-03-03 18:22:00,499957760
2024-03-03 18:22:15,499957760
2024-03-03 18:22:30,499957760
2024-03-03 18:22:45,499957760
2024-03-03 18:23:00,499957760
2024-03-03 18:23:15,499957760
2024-03-03 18:23:30,500326400
2024-03-03 18:23:45,500781056
2024-03-03 18:24:00,500789248
2024-03-03 18:24:15,500789248
2024-03-03 18:24:30,500789248
2024-03-03 18:24:45,500789248
2024-03-03 18:25:00,500789248
2024-03-03 18:25:15,500789248
2024-03-03 18:25:30,500789248
2024-03-03 18:25:45,503365632
2024-03-03 18:26:00,503697408
2024-03-03 18:26:15,503705600
2024-03-03 18:26:30,503705600
2024-03-03 18:26:45,503705600
2024-03-03 18:27:00,503705600
2024-03-03 18:27:15,503705600
2024-03-03 18:27:30,503705600
2024-03-03 18:27:45,503705600
2024-03-03 18:28:00,503705600
2024-03-03 18:28:15,504500224
2024-03-03 18:28:30,504692736
2024-03-03 18:28:45,504569856
2024-03-03 18:29:00,504569856
2024-03-03 18:29:15,504569856
2024-03-03 18:29:30,504569856
2024-03-03 18:29:45,504569856
2024-03-03 18:30:00,504569856
2024-03-03 18:30:15,504569856
2024-03-03 18:30:30,504569856
2024-03-03 18:30:45,504569856
2024-03-03 18:31:00,504569856
2024-03-03 18:31:15,504569856
2024-03-03 18:31:30,504569856
2024-03-03 18:31:45,504569856
2024-03-03 18:32:00,504569856
2024-03-03 18:32:15,504569856
2024-03-03 18:32:30,504569856
2024-03-03 18:32:45,504569856
2024-03-03 18:33:00,504569856
