"Time","fastapi_nosql"
2024-03-03 17:57:00,56504320
2024-03-03 17:57:15,56504320
2024-03-03 17:57:30,56504320
2024-03-03 17:57:45,56504320
2024-03-03 17:58:00,56504320
2024-03-03 17:58:15,56504320
2024-03-03 17:58:30,56504320
2024-03-03 17:58:45,56504320
2024-03-03 17:59:00,56504320
2024-03-03 17:59:15,56639488
2024-03-03 17:59:30,56635392
2024-03-03 17:59:45,56500224
2024-03-03 18:00:00,56500224
2024-03-03 18:00:15,56500224
2024-03-03 18:00:30,56500224
2024-03-03 18:00:45,56500224
2024-03-03 18:01:00,56500224
2024-03-03 18:01:15,56500224
2024-03-03 18:01:30,56500224
2024-03-03 18:01:45,56500224
2024-03-03 18:02:00,56500224
2024-03-03 18:02:15,56500224
2024-03-03 18:02:30,56500224
2024-03-03 18:02:45,56500224
2024-03-03 18:03:00,56500224
2024-03-03 18:03:15,56500224
2024-03-03 18:03:30,56500224
2024-03-03 18:03:45,56500224
2024-03-03 18:04:00,56500224
2024-03-03 18:04:15,56500224
2024-03-03 18:04:30,56500224
2024-03-03 18:04:45,57192448
2024-03-03 18:05:00,56528896
2024-03-03 18:05:15,56528896
2024-03-03 18:05:30,56528896
2024-03-03 18:05:45,56528896
2024-03-03 18:06:00,56528896
2024-03-03 18:06:15,56528896
2024-03-03 18:06:30,56528896
2024-03-03 18:06:45,56528896
2024-03-03 18:07:00,56528896
2024-03-03 18:07:15,56528896
2024-03-03 18:07:30,56528896
2024-03-03 18:07:45,56528896
2024-03-03 18:08:00,56528896
2024-03-03 18:08:15,56528896
2024-03-03 18:08:30,56528896
2024-03-03 18:08:45,56528896
2024-03-03 18:09:00,56516608
2024-03-03 18:09:15,56516608
2024-03-03 18:09:30,56516608
2024-03-03 18:09:45,56516608
2024-03-03 18:10:00,56516608
2024-03-03 18:10:15,56516608
2024-03-03 18:10:30,56516608
2024-03-03 18:10:45,56516608
2024-03-03 18:11:00,56516608
2024-03-03 18:11:15,56504320
2024-03-03 18:11:30,56504320
2024-03-03 18:11:45,56504320
2024-03-03 18:12:00,56504320
2024-03-03 18:12:15,56504320
2024-03-03 18:12:30,56504320
2024-03-03 18:12:45,56504320
2024-03-03 18:13:00,56504320
2024-03-03 18:13:15,56504320
2024-03-03 18:13:30,56504320
2024-03-03 18:13:45,56651776
2024-03-03 18:14:00,56647680
2024-03-03 18:14:15,56647680
2024-03-03 18:14:30,56516608
2024-03-03 18:14:45,56516608
2024-03-03 18:15:00,56516608
2024-03-03 18:15:15,56516608
2024-03-03 18:15:30,56516608
2024-03-03 18:15:45,56516608
2024-03-03 18:16:00,56516608
2024-03-03 18:16:15,56516608
2024-03-03 18:16:30,56516608
2024-03-03 18:16:45,56516608
2024-03-03 18:17:00,56516608
2024-03-03 18:17:15,56516608
2024-03-03 18:17:30,56516608
2024-03-03 18:17:45,56516608
2024-03-03 18:18:00,56516608
2024-03-03 18:18:15,56516608
2024-03-03 18:18:30,56516608
2024-03-03 18:18:45,56516608
2024-03-03 18:19:00,56516608
2024-03-03 18:19:15,56819712
2024-03-03 18:19:30,56815616
2024-03-03 18:19:45,56532992
2024-03-03 18:20:00,56532992
2024-03-03 18:20:15,56532992
2024-03-03 18:20:30,56532992
2024-03-03 18:20:45,56532992
2024-03-03 18:21:00,56532992
2024-03-03 18:21:15,56532992
2024-03-03 18:21:30,56532992
2024-03-03 18:21:45,56532992
2024-03-03 18:22:00,56532992
2024-03-03 18:22:15,56532992
2024-03-03 18:22:30,56532992
2024-03-03 18:22:45,56532992
2024-03-03 18:23:00,56532992
2024-03-03 18:23:15,56532992
2024-03-03 18:23:30,56532992
2024-03-03 18:23:45,56528896
2024-03-03 18:24:00,56528896
2024-03-03 18:24:15,56528896
2024-03-03 18:24:30,56528896
2024-03-03 18:24:45,56528896
2024-03-03 18:25:00,56528896
2024-03-03 18:25:15,56528896
2024-03-03 18:25:30,56528896
2024-03-03 18:25:45,56528896
2024-03-03 18:26:00,56528896
2024-03-03 18:26:15,56528896
2024-03-03 18:26:30,56528896
2024-03-03 18:26:45,56528896
2024-03-03 18:27:00,56528896
2024-03-03 18:27:15,56528896
2024-03-03 18:27:30,56528896
2024-03-03 18:27:45,56528896
2024-03-03 18:28:00,56528896
2024-03-03 18:28:15,56528896
2024-03-03 18:28:30,56524800
2024-03-03 18:28:45,56651776
2024-03-03 18:29:00,56524800
2024-03-03 18:29:15,56524800
2024-03-03 18:29:30,56524800
2024-03-03 18:29:45,56524800
2024-03-03 18:30:00,56524800
2024-03-03 18:30:15,56524800
2024-03-03 18:30:30,56524800
2024-03-03 18:30:45,56524800
2024-03-03 18:31:00,56524800
2024-03-03 18:31:15,56524800
2024-03-03 18:31:30,56524800
2024-03-03 18:31:45,56524800
2024-03-03 18:32:00,56524800
2024-03-03 18:32:15,56524800
2024-03-03 18:32:30,56524800
2024-03-03 18:32:45,56524800
2024-03-03 18:33:00,56524800
