"Time","flask_graph"
2024-03-03 17:15:00,107855872
2024-03-03 17:15:15,107855872
2024-03-03 17:15:30,107855872
2024-03-03 17:15:45,107855872
2024-03-03 17:16:00,107855872
2024-03-03 17:16:15,107855872
2024-03-03 17:16:30,107855872
2024-03-03 17:16:45,107855872
2024-03-03 17:17:00,107855872
2024-03-03 17:17:15,107855872
2024-03-03 17:17:30,107855872
2024-03-03 17:17:45,107855872
2024-03-03 17:18:00,107855872
2024-03-03 17:18:15,107855872
2024-03-03 17:18:30,107855872
2024-03-03 17:18:45,107855872
2024-03-03 17:19:00,107855872
2024-03-03 17:19:15,107855872
2024-03-03 17:19:30,107855872
2024-03-03 17:19:45,54468608
2024-03-03 17:20:00,54468608
2024-03-03 17:20:15,54468608
2024-03-03 17:20:30,54468608
2024-03-03 17:20:45,54468608
2024-03-03 17:21:00,54468608
2024-03-03 17:21:15,54468608
2024-03-03 17:21:30,54468608
2024-03-03 17:21:45,54468608
2024-03-03 17:22:00,54468608
2024-03-03 17:22:15,54468608
2024-03-03 17:22:30,67002368
2024-03-03 17:22:45,67862528
2024-03-03 17:23:00,67821568
2024-03-03 17:23:15,62533632
2024-03-03 17:23:30,62533632
2024-03-03 17:23:45,62533632
2024-03-03 17:24:00,62533632
2024-03-03 17:24:15,62533632
2024-03-03 17:24:30,62533632
2024-03-03 17:24:45,62533632
2024-03-03 17:25:00,62533632
2024-03-03 17:25:15,62533632
2024-03-03 17:25:30,62574592
2024-03-03 17:25:45,62574592
2024-03-03 17:26:00,62574592
2024-03-03 17:26:15,62574592
2024-03-03 17:26:30,62574592
2024-03-03 17:26:45,62574592
2024-03-03 17:27:00,62574592
2024-03-03 17:27:15,62574592
2024-03-03 17:27:30,62574592
2024-03-03 17:27:45,62574592
2024-03-03 17:28:00,62578688
2024-03-03 17:28:15,62578688
2024-03-03 17:28:30,62578688
2024-03-03 17:28:45,62578688
2024-03-03 17:29:00,62578688
2024-03-03 17:29:15,62578688
2024-03-03 17:29:30,62578688
2024-03-03 17:29:45,62578688
2024-03-03 17:30:00,62578688
2024-03-03 17:30:15,62578688
2024-03-03 17:30:30,62578688
2024-03-03 17:30:45,62578688
2024-03-03 17:31:00,62578688
2024-03-03 17:31:15,62578688
2024-03-03 17:31:30,62578688
2024-03-03 17:31:45,62607360
2024-03-03 17:32:00,62607360
2024-03-03 17:32:15,62607360
2024-03-03 17:32:30,62607360
2024-03-03 17:32:45,62607360
2024-03-03 17:33:00,62607360
2024-03-03 17:33:15,62607360
2024-03-03 17:33:30,62607360
2024-03-03 17:33:45,62607360
2024-03-03 17:34:00,62607360
2024-03-03 17:34:15,62607360
2024-03-03 17:34:30,62607360
2024-03-03 17:34:45,62607360
2024-03-03 17:35:00,62607360
2024-03-03 17:35:15,62607360
2024-03-03 17:35:30,62607360
2024-03-03 17:35:45,62607360
2024-03-03 17:36:00,62607360
2024-03-03 17:36:15,62607360
2024-03-03 17:36:30,62607360
2024-03-03 17:36:45,62607360
2024-03-03 17:37:00,67784704
2024-03-03 17:37:15,67969024
2024-03-03 17:37:30,68263936
2024-03-03 17:37:45,63385600
2024-03-03 17:38:00,60702720
2024-03-03 17:38:15,60702720
2024-03-03 17:38:30,60702720
2024-03-03 17:38:45,60702720
2024-03-03 17:39:00,60702720
2024-03-03 17:39:15,60702720
2024-03-03 17:39:30,60702720
2024-03-03 17:39:45,60702720
2024-03-03 17:40:00,60731392
2024-03-03 17:40:15,60731392
2024-03-03 17:40:30,60731392
2024-03-03 17:40:45,60731392
2024-03-03 17:41:00,60731392
2024-03-03 17:41:15,60731392
2024-03-03 17:41:30,60731392
2024-03-03 17:41:45,60731392
2024-03-03 17:42:00,60731392
2024-03-03 17:42:15,60731392
2024-03-03 17:42:30,60731392
2024-03-03 17:42:45,60731392
2024-03-03 17:43:00,60731392
2024-03-03 17:43:15,60731392
2024-03-03 17:43:30,60731392
2024-03-03 17:43:45,60731392
2024-03-03 17:44:00,60731392
2024-03-03 17:44:15,60731392
2024-03-03 17:44:30,60731392
2024-03-03 17:44:45,60731392
2024-03-03 17:45:00,60731392
