"Time","flask_graph"
2024-03-03 17:45:15,60731392
2024-03-03 17:45:30,60731392
2024-03-03 17:45:45,60731392
2024-03-03 17:46:00,60731392
2024-03-03 17:46:15,60776448
2024-03-03 17:46:30,60776448
2024-03-03 17:46:45,60776448
2024-03-03 17:47:00,60776448
2024-03-03 17:47:15,60776448
2024-03-03 17:47:30,60776448
2024-03-03 17:47:45,60776448
2024-03-03 17:48:00,60776448
2024-03-03 17:48:15,60776448
2024-03-03 17:48:30,60776448
2024-03-03 17:48:45,60776448
2024-03-03 17:49:00,60776448
2024-03-03 17:49:15,60776448
2024-03-03 17:49:30,60776448
2024-03-03 17:49:45,60776448
2024-03-03 17:50:00,60776448
2024-03-03 17:50:15,60776448
2024-03-03 17:50:30,60776448
2024-03-03 17:50:45,60776448
2024-03-03 17:51:00,60776448
2024-03-03 17:51:15,60776448
2024-03-03 17:51:30,65908736
2024-03-03 17:51:45,66060288
2024-03-03 17:52:00,68046848
2024-03-03 17:52:15,68272128
2024-03-03 17:52:30,62898176
2024-03-03 17:52:45,62898176
2024-03-03 17:53:00,62898176
2024-03-03 17:53:15,62898176
2024-03-03 17:53:30,62898176
2024-03-03 17:53:45,62898176
2024-03-03 17:54:00,62898176
2024-03-03 17:54:15,62898176
2024-03-03 17:54:30,66965504
2024-03-03 17:54:45,70995968
2024-03-03 17:55:00,79036416
2024-03-03 17:55:15,81047552
2024-03-03 17:55:30,89042944
2024-03-03 17:55:45,93065216
2024-03-03 17:56:00,95080448
2024-03-03 17:56:15,101122048
2024-03-03 17:56:30,105148416
2024-03-03 17:56:45,109862912
2024-03-03 17:57:00,110190592
2024-03-03 17:57:15,110190592
2024-03-03 17:57:30,110190592
2024-03-03 17:57:45,110190592
2024-03-03 17:58:00,110190592
2024-03-03 17:58:15,110190592
2024-03-03 17:58:30,110190592
2024-03-03 17:58:45,110190592
2024-03-03 17:59:00,110190592
2024-03-03 17:59:15,110190592
2024-03-03 17:59:30,110190592
2024-03-03 17:59:45,110190592
2024-03-03 18:00:00,110190592
2024-03-03 18:00:15,110190592
2024-03-03 18:00:30,110190592
2024-03-03 18:00:45,110202880
2024-03-03 18:01:00,110202880
2024-03-03 18:01:15,110202880
2024-03-03 18:01:30,110202880
2024-03-03 18:01:45,110202880
2024-03-03 18:02:00,110202880
2024-03-03 18:02:15,110202880
2024-03-03 18:02:30,110202880
2024-03-03 18:02:45,110202880
2024-03-03 18:03:00,110202880
2024-03-03 18:03:15,110202880
2024-03-03 18:03:30,110202880
2024-03-03 18:03:45,110202880
2024-03-03 18:04:00,110202880
2024-03-03 18:04:15,110202880
2024-03-03 18:04:30,110202880
2024-03-03 18:04:45,110202880
2024-03-03 18:05:00,110202880
2024-03-03 18:05:15,110202880
2024-03-03 18:05:30,110202880
2024-03-03 18:05:45,110202880
2024-03-03 18:06:00,114098176
2024-03-03 18:06:15,115539968
2024-03-03 18:06:30,115494912
2024-03-03 18:06:45,115515392
2024-03-03 18:07:00,108130304
2024-03-03 18:07:15,108130304
2024-03-03 18:07:30,108130304
2024-03-03 18:07:45,108130304
2024-03-03 18:08:00,108130304
2024-03-03 18:08:15,108130304
2024-03-03 18:08:30,108130304
2024-03-03 18:08:45,108130304
2024-03-03 18:09:00,108593152
2024-03-03 18:09:15,108150784
2024-03-03 18:09:30,108150784
2024-03-03 18:09:45,108150784
2024-03-03 18:10:00,108150784
2024-03-03 18:10:15,108150784
2024-03-03 18:10:30,108150784
2024-03-03 18:10:45,108150784
2024-03-03 18:11:00,108150784
2024-03-03 18:11:15,108150784
2024-03-03 18:11:30,108146688
2024-03-03 18:11:45,108146688
2024-03-03 18:12:00,108146688
2024-03-03 18:12:15,108146688
2024-03-03 18:12:30,108146688
2024-03-03 18:12:45,108146688
2024-03-03 18:13:00,108146688
2024-03-03 18:13:15,108146688
2024-03-03 18:13:30,108146688
2024-03-03 18:13:45,108146688
2024-03-03 18:14:00,108146688
2024-03-03 18:14:15,108146688
2024-03-03 18:14:30,108146688
2024-03-03 18:14:45,108146688
2024-03-03 18:15:00,108146688
2024-03-03 18:15:15,108171264
2024-03-03 18:15:30,108171264
2024-03-03 18:15:45,108171264
2024-03-03 18:16:00,108171264
2024-03-03 18:16:15,108171264
2024-03-03 18:16:30,108171264
2024-03-03 18:16:45,108171264
2024-03-03 18:17:00,108171264
2024-03-03 18:17:15,108171264
2024-03-03 18:17:30,108171264
2024-03-03 18:17:45,108171264
2024-03-03 18:18:00,108171264
2024-03-03 18:18:15,108171264
2024-03-03 18:18:30,108171264
2024-03-03 18:18:45,108171264
2024-03-03 18:19:00,108171264
2024-03-03 18:19:15,108171264
2024-03-03 18:19:30,108171264
2024-03-03 18:19:45,108171264
2024-03-03 18:20:00,108171264
2024-03-03 18:20:15,108171264
2024-03-03 18:20:30,108171264
2024-03-03 18:20:45,115687424
2024-03-03 18:21:00,113569792
2024-03-03 18:21:15,115666944
2024-03-03 18:21:30,110243840
2024-03-03 18:21:45,110243840
2024-03-03 18:22:00,110243840
2024-03-03 18:22:15,110243840
2024-03-03 18:22:30,110243840
2024-03-03 18:22:45,110243840
2024-03-03 18:23:00,110243840
2024-03-03 18:23:15,110243840
2024-03-03 18:23:30,110243840
2024-03-03 18:23:45,110198784
2024-03-03 18:24:00,110198784
2024-03-03 18:24:15,110198784
2024-03-03 18:24:30,110198784
2024-03-03 18:24:45,110186496
2024-03-03 18:25:00,110186496
2024-03-03 18:25:15,110186496
2024-03-03 18:25:30,110186496
2024-03-03 18:25:45,110186496
2024-03-03 18:26:00,110186496
2024-03-03 18:26:15,110194688
2024-03-03 18:26:30,110194688
2024-03-03 18:26:45,110194688
2024-03-03 18:27:00,110194688
2024-03-03 18:27:15,110194688
2024-03-03 18:27:30,110194688
2024-03-03 18:27:45,110194688
2024-03-03 18:28:00,110194688
2024-03-03 18:28:15,110194688
2024-03-03 18:28:30,110194688
2024-03-03 18:28:45,110194688
2024-03-03 18:29:00,110194688
2024-03-03 18:29:15,110194688
2024-03-03 18:29:30,110194688
2024-03-03 18:29:45,110194688
2024-03-03 18:30:00,110215168
2024-03-03 18:30:15,110215168
2024-03-03 18:30:30,110215168
2024-03-03 18:30:45,110215168
2024-03-03 18:31:00,110215168
2024-03-03 18:31:15,110215168
2024-03-03 18:31:30,110215168
2024-03-03 18:31:45,110215168
2024-03-03 18:32:00,110215168
2024-03-03 18:32:15,110215168
2024-03-03 18:32:30,110215168
2024-03-03 18:32:45,110215168
2024-03-03 18:33:00,110215168
