"Time","fastapi_sql"
2024-03-03 18:05:15,0.000916
2024-03-03 18:05:30,0.000897
2024-03-03 18:05:45,0.000888
2024-03-03 18:06:00,0.000877
2024-03-03 18:06:15,0.000867
2024-03-03 18:06:30,0.000876
2024-03-03 18:06:45,0.000881
2024-03-03 18:07:00,0.000910
2024-03-03 18:07:15,0.000919
2024-03-03 18:07:30,0.000939
2024-03-03 18:07:45,0.000947
2024-03-03 18:08:00,0.000947
2024-03-03 18:08:15,0.000943
2024-03-03 18:08:30,0.000941
2024-03-03 18:08:45,0.000965
2024-03-03 18:09:00,0.0168
2024-03-03 18:09:15,0.0170
2024-03-03 18:09:30,0.0173
2024-03-03 18:09:45,0.0125
2024-03-03 18:10:00,0.00110
2024-03-03 18:10:15,0.00107
2024-03-03 18:10:30,0.00104
2024-03-03 18:10:45,0.00103
2024-03-03 18:11:00,0.00102
2024-03-03 18:11:15,0.0225
2024-03-03 18:11:30,0.0231
2024-03-03 18:11:45,0.0228
2024-03-03 18:12:00,0.00122
2024-03-03 18:12:15,0.00107
2024-03-03 18:12:30,0.00108
2024-03-03 18:12:45,0.00109
2024-03-03 18:13:00,0.00110
2024-03-03 18:13:15,0.00110
2024-03-03 18:13:30,0.0322
2024-03-03 18:13:45,0.0849
2024-03-03 18:14:00,0.0857
2024-03-03 18:14:15,0.0847
2024-03-03 18:14:30,0.00109
2024-03-03 18:14:45,0.000966
2024-03-03 18:15:00,0.000989
2024-03-03 18:15:15,0.00101
2024-03-03 18:15:30,0.00104
2024-03-03 18:15:45,0.00106
2024-03-03 18:16:00,0.00108
2024-03-03 18:16:15,0.00110
2024-03-03 18:16:30,0.00111
2024-03-03 18:16:45,0.00112
2024-03-03 18:17:00,0.00111
2024-03-03 18:17:15,0.00111
2024-03-03 18:17:30,0.00111
2024-03-03 18:17:45,0.00110
2024-03-03 18:18:00,0.00110
2024-03-03 18:18:15,0.115
2024-03-03 18:18:30,0.433
2024-03-03 18:18:45,0.722
2024-03-03 18:19:00,0.721
2024-03-03 18:19:15,0.508
2024-03-03 18:19:30,0.166
2024-03-03 18:19:45,0.00102
2024-03-03 18:20:00,0.00103
2024-03-03 18:20:15,0.00101
2024-03-03 18:20:30,0.000997
2024-03-03 18:20:45,0.000925
2024-03-03 18:21:00,0.000925
2024-03-03 18:21:15,0.000923
2024-03-03 18:21:30,0.000937
2024-03-03 18:21:45,0.000972
2024-03-03 18:22:00,0.00101
2024-03-03 18:22:15,0.00103
2024-03-03 18:22:30,0.00104
2024-03-03 18:22:45,0.00104
2024-03-03 18:23:00,0.00104
2024-03-03 18:23:15,0.00105
2024-03-03 18:23:30,0.00188
2024-03-03 18:23:45,0.0164
2024-03-03 18:24:00,0.0163
2024-03-03 18:24:15,0.0160
2024-03-03 18:24:30,0.00900
2024-03-03 18:24:45,0.00103
2024-03-03 18:25:00,0.00103
2024-03-03 18:25:15,0.00104
2024-03-03 18:25:30,0.00106
2024-03-03 18:25:45,0.0222
2024-03-03 18:26:00,0.0228
2024-03-03 18:26:15,0.0226
2024-03-03 18:26:30,0.0226
2024-03-03 18:26:45,0.00104
2024-03-03 18:27:00,0.00107
2024-03-03 18:27:15,0.00108
2024-03-03 18:27:30,0.00107
2024-03-03 18:27:45,0.00108
2024-03-03 18:28:00,0.00109
2024-03-03 18:28:15,0.0755
2024-03-03 18:28:30,0.0843
2024-03-03 18:28:45,0.0838
2024-03-03 18:29:00,0.0840
2024-03-03 18:29:15,0.000997
2024-03-03 18:29:30,0.000937
2024-03-03 18:29:45,0.000960
2024-03-03 18:30:00,0.000999
2024-03-03 18:30:15,0.00105
2024-03-03 18:30:30,0.00107
2024-03-03 18:30:45,0.00109
2024-03-03 18:31:00,0.00108
2024-03-03 18:31:15,0.00108
2024-03-03 18:31:30,0.00108
2024-03-03 18:31:45,0.00108
2024-03-03 18:32:00,0.00108
2024-03-03 18:32:15,0.00108
2024-03-03 18:32:30,0.00106
2024-03-03 18:32:45,0.00107
2024-03-03 18:33:00,0.00107
